SPEED,LAT,LONG
5.35,22.569021,75.604012
0.15,22.569017,75.604004
0.04,22.569017,75.604004
0.04,22.569017,75.604004
0.04,22.569017,75.603996
0.02,22.569017,75.603996
0.04,22.569017,75.603989
0.04,22.569019,75.603989
0.04,22.569025,75.603981
0.04,22.569025,75.603981
0.02,22.569025,75.603981
0.02,22.569023,75.603981
0.04,22.569019,75.603973
0.04,22.569019,75.603981
0.04,22.569021,75.603973
0.04,22.569027,75.603973
0.00,22.569031,75.603973
0.02,22.569031,75.603973
0.04,22.569031,75.603966
0.04,22.569033,75.603966
0.22,22.569035,75.603966
0.22,22.569040,75.603966
0.22,22.569038,75.603958
0.22,22.569040,75.603958
0.26,22.569040,75.603958
0.22,22.569036,75.603958
0.76,22.569027,75.603958
0.76,22.569027,75.603958
0.31,22.569027,75.603958
0.30,22.569031,75.603958
0.39,22.569031,75.603958
0.39,22.569031,75.603958
0.46,22.569031,75.603958
0.43,22.569033,75.603958
0.37,22.569038,75.603951
0.37,22.569040,75.603951
0.26,22.569050,75.603943
0.24,22.569056,75.603943
0.26,22.569067,75.603935
0.26,22.569071,75.603935
0.22,22.569078,75.603935
0.13,22.569088,75.603935
0.11,22.569092,75.603935
0.11,22.569092,75.603935
0.15,22.569094,75.603935
0.15,22.569096,75.603935
0.13,22.569101,75.603935
0.13,22.569103,75.603935
0.07,22.569103,75.603935
0.06,22.569107,75.603935
0.02,22.569111,75.603935
0.02,22.569111,75.603935
0.02,22.569111,75.603935
0.02,22.569115,75.603935
0.04,22.569120,75.603935
0.04,22.569120,75.603935
0.02,22.569120,75.603935
0.02,22.569122,75.603935
0.02,22.569122,75.603935
0.02,22.569122,75.603928
0.04,22.569124,75.603928
0.04,22.569128,75.603928
0.06,22.569128,75.603928
0.06,22.569132,75.603920
0.04,22.569134,75.603928
0.06,22.569134,75.603920
0.04,22.569134,75.603920
0.04,22.569134,75.603920
0.04,22.569132,75.603928
0.04,22.569130,75.603920
0.02,22.569130,75.603920
0.02,22.569130,75.603920
0.06,22.569130,75.603920
0.06,22.569128,75.603920
0.06,22.569124,75.603920
0.06,22.569124,75.603912
0.09,22.569124,75.603912
0.07,22.569124,75.603912
0.06,22.569124,75.603905
0.06,22.569124,75.603912
0.04,22.569122,75.603912
0.04,22.569122,75.603912
0.02,22.569122,75.603912
0.02,22.569124,75.603912
0.06,22.569124,75.603912
0.06,22.569122,75.603912
0.04,22.569120,75.603920
0.04,22.569119,75.603920
0.02,22.569119,75.603920
0.04,22.569117,75.603920
0.04,22.569113,75.603920
0.04,22.569113,75.603920
0.02,22.569113,75.603920
0.06,22.569111,75.603920
0.06,22.569111,75.603920
0.06,22.569111,75.603920
0.07,22.569111,75.603920
0.07,22.569111,75.603920
0.09,22.569111,75.603920
0.09,22.569109,75.603920
0.06,22.569109,75.603920
0.04,22.569109,75.603920
0.02,22.569107,75.603920
0.02,22.569105,75.603920
0.06,22.569103,75.603920
0.07,22.569103,75.603920
0.06,22.569101,75.603920
0.06,22.569099,75.603920
0.06,22.569098,75.603920
0.07,22.569096,75.603920
0.06,22.569094,75.603920
0.06,22.569092,75.603920
0.06,22.569090,75.603920
0.04,22.569090,75.603920
0.04,22.569086,75.603928
0.04,22.569084,75.603928
0.04,22.569084,75.603928
0.04,22.569084,75.603928
0.04,22.569084,75.603928
0.04,22.569084,75.603928
0.48,22.569084,75.603928
0.06,22.569084,75.603935
0.02,22.569084,75.603935
0.02,22.569084,75.603935
0.02,22.569086,75.603935
0.02,22.569088,75.603935
0.07,22.569090,75.603935
0.07,22.569092,75.603935
0.11,22.569094,75.603935
0.11,22.569096,75.603935
0.07,22.569098,75.603935
0.07,22.569098,75.603935
0.04,22.569096,75.603935
0.02,22.569096,75.603935
0.06,22.569092,75.603935
0.06,22.569090,75.603935
0.07,22.569090,75.603935
0.06,22.569090,75.603935
0.04,22.569090,75.603943
0.04,22.569096,75.603935
0.04,22.569098,75.603935
0.04,22.569098,75.603943
0.04,22.569098,75.603943
0.04,22.569098,75.603943
0.02,22.569099,75.603943
0.02,22.569105,75.603935
0.06,22.569111,75.603935
0.06,22.569111,75.603935
0.06,22.569113,75.603935
0.06,22.569115,75.603928
0.04,22.569115,75.603928
0.04,22.569115,75.603928
0.04,22.569115,75.603928
0.04,22.569117,75.603928
0.07,22.569126,75.603920
0.07,22.569128,75.603920
0.07,22.569130,75.603920
0.06,22.569130,75.603920
0.04,22.569132,75.603920
0.04,22.569134,75.603928
0.11,22.569138,75.603928
0.09,22.569138,75.603928
0.07,22.569136,75.603928
0.07,22.569136,75.603928
0.04,22.569138,75.603928
0.02,22.569138,75.603928
0.04,22.569138,75.603928
0.04,22.569138,75.603935
0.04,22.569136,75.603935
0.09,22.569138,75.603928
0.09,22.569138,75.603928
0.09,22.569138,75.603928
0.09,22.569136,75.603928
0.06,22.569136,75.603935
0.04,22.569136,75.603935
0.04,22.569136,75.603935
0.02,22.569138,75.603935
0.02,22.569138,75.603935
0.04,22.569138,75.603935
0.04,22.569136,75.603935
0.04,22.569132,75.603935
0.06,22.569130,75.603943
0.07,22.569124,75.603943
0.07,22.569124,75.603943
0.06,22.569124,75.603943
0.04,22.569126,75.603943
0.02,22.569126,75.603943
0.02,22.569128,75.603943
0.02,22.569128,75.603951
0.02,22.569128,75.603951
0.04,22.569124,75.603951
0.04,22.569124,75.603951
0.06,22.569124,75.603951
0.06,22.569124,75.603951
0.06,22.569124,75.603951
0.06,22.569124,75.603951
0.04,22.569124,75.603951
0.04,22.569124,75.603951
0.04,22.569122,75.603943
0.63,22.569130,75.603935
0.07,22.569126,75.603935
0.04,22.569124,75.603935
0.02,22.569124,75.603935
0.06,22.569124,75.603935
0.06,22.569124,75.603935
0.06,22.569124,75.603935
0.11,22.569124,75.603935
0.11,22.569124,75.603935
0.17,22.569124,75.603943
0.15,22.569124,75.603943
0.06,22.569124,75.603943
0.06,22.569120,75.603943
0.04,22.569119,75.603943
0.02,22.569117,75.603951
0.02,22.569113,75.603951
0.02,22.569111,75.603951
0.06,22.569109,75.603951
0.06,22.569107,75.603951
0.04,22.569107,75.603951
0.04,22.569105,75.603951
0.02,22.569105,75.603951
0.02,22.569103,75.603951
0.04,22.569099,75.603958
0.04,22.569098,75.603958
0.04,22.569099,75.603958
0.04,22.569099,75.603958
0.04,22.569101,75.603958
0.04,22.569105,75.603951
0.06,22.569103,75.603951
0.09,22.569105,75.603951
0.09,22.569107,75.603951
0.09,22.569107,75.603951
0.07,22.569111,75.603951
0.07,22.569115,75.603951
0.09,22.569122,75.603951
0.09,22.569124,75.603951
0.06,22.569128,75.603951
0.04,22.569132,75.603951
0.04,22.569136,75.603943
0.04,22.569138,75.603951
0.04,22.569138,75.603951
0.06,22.569139,75.603943
0.04,22.569145,75.603943
0.04,22.569145,75.603943
0.04,22.569147,75.603943
0.04,22.569145,75.603943
0.06,22.569149,75.603943
0.06,22.569151,75.603943
0.07,22.569151,75.603943
0.07,22.569151,75.603943
0.06,22.569151,75.603943
0.06,22.569151,75.603943
0.09,22.569151,75.603943
0.11,22.569151,75.603943
0.44,22.569145,75.603943
0.44,22.569145,75.603943
0.44,22.569141,75.603943
0.44,22.569139,75.603935
0.41,22.569138,75.603935
0.41,22.569138,75.603943
0.37,22.569138,75.603943
0.37,22.569138,75.603943
0.35,22.569136,75.603943
0.35,22.569132,75.603951
0.31,22.569138,75.603951
0.26,22.569136,75.603951
0.17,22.569134,75.603951
0.17,22.569134,75.603951
0.13,22.569132,75.603951
0.13,22.569130,75.603951
0.17,22.569124,75.603958
0.17,22.569122,75.603958
0.20,22.569122,75.603951
0.20,22.569120,75.603951
0.13,22.569119,75.603958
0.13,22.569117,75.603958
0.07,22.569115,75.603958
0.06,22.569113,75.603958
0.04,22.569111,75.603958
0.04,22.569111,75.603958
0.48,22.569111,75.603958
0.63,22.569111,75.603958
0.61,22.569111,75.603958
0.61,22.569109,75.603958
0.48,22.569109,75.603958
0.41,22.569107,75.603958
0.22,22.569098,75.603958
0.22,22.569096,75.603958
0.19,22.569092,75.603958
0.20,22.569088,75.603958
0.15,22.569090,75.603958
0.15,22.569088,75.603958
0.07,22.569084,75.603958
0.04,22.569084,75.603958
0.02,22.569082,75.603951
0.02,22.569080,75.603958
0.04,22.569077,75.603951
0.06,22.569071,75.603951
0.07,22.569069,75.603951
0.07,22.569063,75.603951
0.06,22.569059,75.603951
0.06,22.569057,75.603951
0.06,22.569057,75.603951
0.06,22.569057,75.603951
0.06,22.569057,75.603951
0.06,22.569057,75.603951
0.06,22.569057,75.603958
0.06,22.569059,75.603958
0.07,22.569057,75.603958
0.06,22.569056,75.603958
0.06,22.569052,75.603958
0.06,22.569052,75.603958
0.04,22.569054,75.603958
0.04,22.569057,75.603958
0.06,22.569065,75.603958
0.06,22.569073,75.603958
0.06,22.569071,75.603958
0.06,22.569073,75.603958
0.02,22.569075,75.603958
0.02,22.569077,75.603958
0.04,22.569078,75.603951
0.04,22.569082,75.603951
0.04,22.569086,75.603951
0.04,22.569090,75.603951
0.04,22.569092,75.603951
0.02,22.569092,75.603951
0.02,22.569096,75.603951
0.02,22.569096,75.603958
0.02,22.569094,75.603958
0.02,22.569094,75.603958
0.02,22.569090,75.603958
0.02,22.569090,75.603958
0.04,22.569090,75.603958
0.04,22.569088,75.603958
0.04,22.569090,75.603966
0.04,22.569088,75.603966
0.04,22.569086,75.603958
0.06,22.569090,75.603958
0.11,22.569092,75.603958
0.11,22.569088,75.603958
0.09,22.569088,75.603958
0.07,22.569088,75.603958
0.06,22.569088,75.603958
0.06,22.569090,75.603958
0.09,22.569092,75.603958
0.09,22.569094,75.603958
0.11,22.569098,75.603951
0.11,22.569098,75.603951
0.11,22.569098,75.603951
0.11,22.569099,75.603951
0.07,22.569101,75.603951
0.07,22.569101,75.603951
0.04,22.569101,75.603951
0.04,22.569099,75.603951
0.04,22.569099,75.603951
0.04,22.569101,75.603951
0.02,22.569103,75.603951
0.04,22.569103,75.603951
0.04,22.569101,75.603951
0.04,22.569105,75.603951
0.06,22.569107,75.603951
0.04,22.569107,75.603951
0.02,22.569107,75.603951
0.02,22.569109,75.603951
0.06,22.569111,75.603951
0.06,22.569111,75.603951
0.11,22.569117,75.603943
0.11,22.569117,75.603943
0.11,22.569119,75.603943
0.11,22.569122,75.603943
0.11,22.569126,75.603935
0.11,22.569128,75.603928
0.11,22.569128,75.603935
0.09,22.569130,75.603935
0.06,22.569134,75.603928
0.06,22.569134,75.603928
0.06,22.569134,75.603928
0.06,22.569132,75.603928
0.04,22.569132,75.603928
0.04,22.569136,75.603928
0.02,22.569134,75.603935
0.02,22.569136,75.603928
0.02,22.569138,75.603928
0.02,22.569138,75.603928
0.02,22.569138,75.603928
0.04,22.569138,75.603928
0.04,22.569138,75.603928
0.04,22.569139,75.603920
0.06,22.569145,75.603920
0.06,22.569145,75.603920
0.11,22.569151,75.603912
0.11,22.569147,75.603912
0.11,22.569143,75.603912
0.09,22.569145,75.603912
0.04,22.569145,75.603912
0.04,22.569147,75.603912
0.04,22.569149,75.603905
0.04,22.569149,75.603912
0.02,22.569149,75.603912
0.02,22.569151,75.603912
0.02,22.569151,75.603912
0.02,22.569151,75.603912
0.04,22.569155,75.603912
0.04,22.569157,75.603912
0.06,22.569159,75.603920
0.06,22.569159,75.603920
0.11,22.569162,75.603920
0.11,22.569164,75.603920
0.13,22.569164,75.603920
0.17,22.569164,75.603920
0.13,22.569164,75.603920
0.13,22.569166,75.603920
0.09,22.569166,75.603920
0.06,22.569164,75.603920
0.04,22.569162,75.603920
0.04,22.569159,75.603928
0.06,22.569157,75.603928
0.06,22.569157,75.603928
0.06,22.569151,75.603928
0.06,22.569151,75.603935
0.07,22.569153,75.603935
0.07,22.569151,75.603935
0.07,22.569147,75.603935
0.07,22.569145,75.603935
0.04,22.569147,75.603935
0.02,22.569147,75.603935
0.04,22.569145,75.603935
0.04,22.569145,75.603935
0.04,22.569143,75.603935
0.04,22.569141,75.603935
0.02,22.569139,75.603935
0.02,22.569138,75.603935
0.04,22.569139,75.603935
0.04,22.569141,75.603935
0.06,22.569138,75.603935
0.06,22.569138,75.603935
0.04,22.569136,75.603935
0.04,22.569136,75.603935
0.04,22.569134,75.603935
0.04,22.569130,75.603935
0.07,22.569124,75.603935
0.07,22.569124,75.603935
0.06,22.569122,75.603935
0.06,22.569120,75.603943
0.04,22.569119,75.603943
0.04,22.569117,75.603943
0.02,22.569113,75.603943
0.02,22.569113,75.603943
0.04,22.569117,75.603943
0.04,22.569119,75.603943
0.04,22.569117,75.603943
0.04,22.569119,75.603943
0.04,22.569120,75.603943
0.04,22.569120,75.603943
0.04,22.569120,75.603943
0.04,22.569119,75.603943
0.02,22.569119,75.603943
0.02,22.569117,75.603943
0.04,22.569115,75.603943
0.04,22.569111,75.603943
0.04,22.569109,75.603943
0.04,22.569107,75.603943
0.04,22.569107,75.603943
0.04,22.569107,75.603943
0.04,22.569107,75.603943
0.04,22.569105,75.603943
0.06,22.569107,75.603943
0.06,22.569109,75.603943
0.04,22.569109,75.603943
0.04,22.569111,75.603943
0.04,22.569111,75.603943
0.04,22.569111,75.603943
0.04,22.569111,75.603943
0.04,22.569113,75.603943
0.04,22.569115,75.603943
0.04,22.569113,75.603943
0.07,22.569113,75.603943
0.07,22.569113,75.603943
0.11,22.569111,75.603943
0.11,22.569111,75.603943
0.07,22.569111,75.603943
0.06,22.569109,75.603943
0.02,22.569109,75.603943
0.02,22.569107,75.603943
0.02,22.569107,75.603943
0.02,22.569107,75.603943
0.00,22.569107,75.603943
0.00,22.569107,75.603943
0.00,22.569107,75.603935
0.04,22.569107,75.603943
0.06,22.569105,75.603943
0.06,22.569105,75.603943
0.46,22.569111,75.603943
2.50,22.569120,75.603943
2.52,22.569132,75.603928
2.52,22.569138,75.603928
0.35,22.569138,75.603928
0.30,22.569138,75.603928
0.74,22.569138,75.603935
0.74,22.569136,75.603935
3.15,22.569136,75.603943
3.94,22.569132,75.603951
5.44,22.569134,75.603981
5.44,22.569130,75.603996
7.19,22.569124,75.604012
8.46,22.569119,75.604034
7.78,22.569103,75.604073
7.78,22.569099,75.604095
5.70,22.569103,75.604103
5.80,22.569101,75.604118
5.56,22.569111,75.604141
5.56,22.569115,75.604149
4.56,22.569119,75.604164
3.82,22.569119,75.604172
4.06,22.569115,75.604187
4.06,22.569115,75.604202
5.50,22.569107,75.604218
5.04,22.569098,75.604233
4.22,22.569082,75.604271
4.22,22.569071,75.604286
2.98,22.569071,75.604294
3.11,22.569075,75.604301
0.87,22.569077,75.604324
0.87,22.569077,75.604332
2.28,22.569077,75.604332
3.33,22.569078,75.604340
4.26,22.569094,75.604355
4.26,22.569101,75.604362
5.65,22.569111,75.604370
4.37,22.569124,75.604385
5.22,22.569147,75.604393
5.22,22.569160,75.604401
4.22,22.569172,75.604408
2.98,22.569180,75.604408
2.98,22.569189,75.604431
2.98,22.569191,75.604439
1.93,22.569191,75.604446
1.11,22.569193,75.604454
0.43,22.569193,75.604462
0.43,22.569193,75.604462
0.26,22.569195,75.604462
0.19,22.569197,75.604462
0.17,22.569197,75.604469
0.17,22.569197,75.604469
0.17,22.569199,75.604469
0.13,22.569199,75.604469
0.09,22.569199,75.604469
0.09,22.569197,75.604469
0.13,22.569195,75.604469
0.13,22.569193,75.604469
0.06,22.569193,75.604469
0.06,22.569191,75.604469
0.09,22.569191,75.604477
0.09,22.569191,75.604477
0.11,22.569189,75.604477
0.11,22.569187,75.604477
0.07,22.569185,75.604477
0.06,22.569185,75.604477
0.02,22.569183,75.604477
0.02,22.569181,75.604477
0.04,22.569183,75.604477
0.04,22.569183,75.604477
0.04,22.569189,75.604477
0.04,22.569189,75.604477
0.02,22.569191,75.604477
0.06,22.569191,75.604485
0.06,22.569191,75.604485
0.06,22.569191,75.604485
0.04,22.569191,75.604485
0.02,22.569191,75.604485
0.07,22.569191,75.604485
0.07,22.569191,75.604485
0.06,22.569189,75.604485
0.04,22.569189,75.604485
0.06,22.569191,75.604485
0.06,22.569191,75.604485
0.06,22.569191,75.604485
0.04,22.569193,75.604485
0.06,22.569193,75.604485
0.06,22.569195,75.604485
0.07,22.569197,75.604485
0.13,22.569199,75.604485
0.15,22.569202,75.604485
0.15,22.569202,75.604477
0.22,22.569201,75.604477
0.20,22.569202,75.604477
0.15,22.569204,75.604469
0.15,22.569204,75.604469
0.04,22.569206,75.604469
0.04,22.569206,75.604462
0.04,22.569212,75.604462
0.04,22.569214,75.604462
0.04,22.569214,75.604462
0.02,22.569216,75.604462
0.04,22.569218,75.604454
0.04,22.569218,75.604454
0.06,22.569218,75.604454
0.07,22.569218,75.604454
0.09,22.569222,75.604454
0.09,22.569222,75.604454
0.07,22.569223,75.604454
0.06,22.569223,75.604454
2.06,22.569229,75.604454
2.06,22.569229,75.604462
3.44,22.569231,75.604469
3.48,22.569235,75.604477
1.81,22.569237,75.604492
1.81,22.569235,75.604500
0.30,22.569235,75.604500
0.30,22.569233,75.604500
0.20,22.569231,75.604507
0.20,22.569231,75.604507
0.15,22.569231,75.604515
0.11,22.569233,75.604515
0.07,22.569233,75.604515
0.07,22.569233,75.604515
0.17,22.569233,75.604515
0.17,22.569233,75.604515
0.17,22.569233,75.604515
0.17,22.569231,75.604515
0.19,22.569231,75.604515
0.17,22.569231,75.604523
1.61,22.569231,75.604523
1.61,22.569248,75.604530
8.09,22.569265,75.604530
8.04,22.569283,75.604530
7.13,22.569317,75.604523
7.13,22.569334,75.604515
8.83,22.569353,75.604515
9.26,22.569376,75.604515
11.09,22.569431,75.604492
11.09,22.569464,75.604485
11.69,22.569494,75.604469
12.93,22.569527,75.604454
13.56,22.569595,75.604424
13.56,22.569626,75.604416
11.91,22.569654,75.604408
11.96,22.569685,75.604393
11.13,22.569740,75.604362
11.13,22.569765,75.604340
10.46,22.569790,75.604324
10.95,22.569813,75.604309
10.69,22.569849,75.604263
10.69,22.569860,75.604233
12.82,22.569866,75.604202
13.37,22.569870,75.604172
14.76,22.569866,75.604095
14.76,22.569864,75.604050
13.61,22.569862,75.604012
14.65,22.569859,75.603973
14.58,22.569855,75.603897
14.58,22.569853,75.603851
15.17,22.569851,75.603813
14.80,22.569851,75.603775
14.00,22.569853,75.603699
14.00,22.569855,75.603653
13.98,22.569851,75.603615
22.15,22.569851,75.603569
31.84,22.569847,75.603424
31.84,22.569859,75.603333
35.54,22.569881,75.603241
35.19,22.569916,75.603149
38.45,22.569984,75.602966
38.45,22.570013,75.602867
25.39,22.570034,75.602776
25.39,22.570078,75.602646
21.61,22.570097,75.602577
21.61,22.570114,75.602524
15.80,22.570127,75.602478
16.80,22.570194,75.602417
26.63,22.570253,75.602402
26.63,22.570318,75.602379
25.78,22.570381,75.602364
27.43,22.570444,75.602356
26.59,22.570555,75.602417
26.59,22.570591,75.602478
29.19,22.570635,75.602547
29.98,22.570686,75.602608
30.00,22.570799,75.602722
30.00,22.570850,75.602783
30.41,22.570908,75.602837
29.89,22.570967,75.602882
29.78,22.571104,75.602959
29.78,22.571177,75.602974
33.69,22.571257,75.602982
34.63,22.571341,75.602997
32.89,22.571508,75.603004
32.89,22.571590,75.603012
32.00,22.571665,75.603020
34.48,22.571745,75.603050
35.91,22.571915,75.603111
35.91,22.571997,75.603149
38.37,22.572083,75.603195
32.95,22.572168,75.603218
33.84,22.572340,75.603233
33.84,22.572420,75.603218
21.52,22.572483,75.603203
21.45,22.572531,75.603188
24.67,22.572636,75.603142
24.67,22.572695,75.603119
22.82,22.572752,75.603096
24.06,22.572807,75.603065
27.71,22.572924,75.603004
27.71,22.572990,75.602974
24.76,22.573053,75.602959
23.87,22.573112,75.602951
24.00,22.573235,75.602959
24.00,22.573288,75.602943
23.71,22.573339,75.602905
28.74,22.573446,75.602806
30.56,22.573494,75.602745
30.56,22.573536,75.602676
29.30,22.573584,75.602608
28.84,22.573633,75.602554
31.00,22.573761,75.602463
31.00,22.573833,75.602417
35.11,22.573902,75.602356
36.43,22.573959,75.602280
40.69,22.574080,75.602112
40.69,22.574142,75.602028
32.97,22.574196,75.601952
32.97,22.574266,75.601814
25.34,22.574295,75.601753
25.34,22.574316,75.601692
26.52,22.574329,75.601624
28.34,22.574343,75.601555
37.56,22.574369,75.601372
37.56,22.574394,75.601265
41.10,22.574421,75.601166
42.19,22.574459,75.601059
43.60,22.574549,75.600853
43.60,22.574600,75.600746
44.89,22.574656,75.600639
43.11,22.574715,75.600540
30.76,22.574842,75.600395
30.76,22.574894,75.600342
23.59,22.574936,75.600304
14.67,22.574972,75.600266
20.93,22.575039,75.600212
20.93,22.575083,75.600174
29.69,22.575138,75.600128
31.48,22.575197,75.600075
35.80,22.575319,75.599953
35.80,22.575384,75.599884
39.11,22.575451,75.599815
40.50,22.575523,75.599739
43.17,22.575676,75.599586
43.17,22.575762,75.599510
44.80,22.575851,75.599442
39.87,22.575937,75.599373
40.58,22.576096,75.599243
40.58,22.576176,75.599175
42.71,22.576263,75.599106
42.19,22.576353,75.599037
39.24,22.576523,75.598923
39.24,22.576605,75.598862
38.30,22.576683,75.598808
34.61,22.576763,75.598763
10.57,22.576841,75.598717
10.57,22.576864,75.598701
12.59,22.576885,75.598679
15.26,22.576912,75.598656
19.54,22.576981,75.598595
19.54,22.577024,75.598564
25.04,22.577072,75.598518
27.52,22.577127,75.598480
32.19,22.577255,75.598396
32.19,22.577326,75.598343
28.24,22.577391,75.598305
19.63,22.577438,75.598267
13.74,22.577486,75.598198
13.74,22.577484,75.598160
19.43,22.577457,75.598122
20.95,22.577410,75.598091
27.50,22.577282,75.598084
27.50,22.577211,75.598106
29.37,22.577147,75.598137
32.37,22.577005,75.598213
33.39,22.576931,75.598251
33.39,22.576859,75.598289
22.32,22.576799,75.598320
18.21,22.576752,75.598343
16.67,22.576687,75.598373
16.67,22.576639,75.598396
24.13,22.576586,75.598427
27.15,22.576529,75.598450
27.13,22.576405,75.598526
27.13,22.576344,75.598564
28.97,22.576275,75.598602
28.54,22.576208,75.598625
30.54,22.576092,75.598717
30.54,22.576052,75.598778
28.82,22.576008,75.598839
31.60,22.575960,75.598907
33.80,22.575851,75.599045
33.80,22.575794,75.599113
35.73,22.575731,75.599190
37.85,22.575666,75.599266
26.02,22.575554,75.599388
26.02,22.575516,75.599426
21.13,22.575483,75.599464
21.50,22.575447,75.599510
28.58,22.575365,75.599609
28.58,22.575312,75.599670
33.10,22.575260,75.599731
33.74,22.575146,75.599869
30.28,22.575087,75.599930
30.28,22.575029,75.599983
31.80,22.574963,75.600029
33.63,22.574888,75.600067
35.17,22.574732,75.600143
35.17,22.574648,75.600182
36.28,22.574566,75.600212
37.60,22.574480,75.600250
39.60,22.574303,75.600334
39.60,22.574221,75.600380
34.39,22.574154,75.600426
32.76,22.574095,75.600502
33.65,22.573973,75.600624
33.65,22.573895,75.600655
34.80,22.573812,75.600685
36.24,22.573729,75.600723
36.56,22.573557,75.600807
36.56,22.573465,75.600853
40.50,22.573368,75.600899
35.39,22.573278,75.600929
35.74,22.573107,75.600952
35.74,22.573015,75.600952
31.61,22.572927,75.600952
26.89,22.572783,75.600967
27.52,22.572716,75.600975
27.52,22.572660,75.600983
14.50,22.572622,75.600990
17.54,22.572577,75.600998
14.59,22.572498,75.601021
14.59,22.572466,75.601028
9.30,22.572447,75.601028
10.87,22.572426,75.601028
5.43,22.572395,75.601021
5.43,22.572386,75.601021
0.06,22.572388,75.601021
0.04,22.572390,75.601021
0.02,22.572392,75.601021
0.02,22.572392,75.601021
0.00,22.572392,75.601021
0.00,22.572393,75.601021
0.00,22.572395,75.601021
0.00,22.572397,75.601021
0.00,22.572397,75.601021
0.00,22.572397,75.601021
0.00,22.572395,75.601021
0.00,22.572395,75.601021
0.00,22.572397,75.601021
0.02,22.572399,75.601013
0.04,22.572401,75.601013
0.04,22.572403,75.601013
0.07,22.572405,75.601013
1.72,22.572403,75.601013
0.00,22.572401,75.601006
0.00,22.572401,75.601006
0.00,22.572399,75.601006
0.00,22.572399,75.601006
0.00,22.572399,75.601006
0.00,22.572399,75.601006
0.00,22.572399,75.601006
0.00,22.572399,75.601006
0.00,22.572401,75.601006
0.00,22.572401,75.601006
0.00,22.572403,75.601006
0.00,22.572403,75.601006
0.00,22.572403,75.601006
0.00,22.572405,75.601006
0.00,22.572405,75.601006
0.00,22.572405,75.601006
0.00,22.572407,75.601006
0.00,22.572407,75.601006
0.00,22.572407,75.601006
0.63,22.572405,75.601006
0.07,22.572403,75.601006
0.07,22.572403,75.601006
0.04,22.572401,75.601006
0.04,22.572401,75.601006
0.07,22.572401,75.601006
0.07,22.572401,75.601006
0.41,22.572401,75.601006
0.46,22.572401,75.601006
5.35,22.572382,75.601006
5.35,22.572367,75.601006
4.83,22.572355,75.600998
3.96,22.572344,75.600998
0.00,22.572338,75.600998
0.00,22.572338,75.600998
0.02,22.572338,75.600998
0.00,22.572338,75.600998
0.00,22.572336,75.600998
0.00,22.572336,75.600998
0.00,22.572336,75.600998
0.02,22.572336,75.600998
2.57,22.572332,75.600998
2.57,22.572321,75.600998
9.28,22.572304,75.600983
6.30,22.572285,75.600975
0.02,22.572275,75.600975
0.02,22.572271,75.600975
0.02,22.572271,75.600975
0.02,22.572269,75.600975
0.04,22.572268,75.600975
0.04,22.572268,75.600975
0.02,22.572269,75.600975
0.09,22.572268,75.600975
0.02,22.572268,75.600975
0.02,22.572268,75.600975
0.04,22.572268,75.600975
0.02,22.572266,75.600975
0.02,22.572264,75.600975
0.02,22.572264,75.600983
0.02,22.572262,75.600983
0.00,22.572262,75.600983
0.00,22.572260,75.600983
0.00,22.572260,75.600983
0.02,22.572260,75.600983
0.19,22.572258,75.600983
0.70,22.572256,75.600983
0.70,22.572254,75.600990
3.04,22.572245,75.600990
8.78,22.572229,75.600990
19.13,22.572159,75.600998
19.13,22.572123,75.601013
13.30,22.572094,75.601028
12.76,22.572063,75.601013
15.32,22.572010,75.601044
15.32,22.571978,75.601074
22.08,22.571938,75.601112
22.37,22.571892,75.601143
5.70,22.571850,75.601166
5.70,22.571817,75.601173
22.85,22.571764,75.601166
20.28,22.571709,75.601166
15.45,22.571625,75.601196
15.45,22.571596,75.601219
14.33,22.571558,75.601234
15.70,22.571516,75.601242
23.13,22.571417,75.601227
23.13,22.571346,75.601219
29.21,22.571276,75.601204
30.85,22.571198,75.601181
33.30,22.571039,75.601128
33.30,22.570957,75.601128
31.85,22.570875,75.601135
34.60,22.570793,75.601151
38.15,22.570621,75.601227
38.15,22.570526,75.601265
35.35,22.570436,75.601303
32.37,22.570354,75.601318
26.71,22.570204,75.601334
26.71,22.570152,75.601311
20.30,22.570116,75.601273
22.78,22.570030,75.601196
26.35,22.569977,75.601166
26.35,22.569921,75.601135
17.37,22.569880,75.601112
19.00,22.569839,75.601089
17.96,22.569746,75.601051
17.96,22.569704,75.601036
17.85,22.569660,75.601028
16.48,22.569622,75.601013
17.72,22.569546,75.600990
17.72,22.569500,75.600983
22.71,22.569450,75.600975
18.48,22.569401,75.600975
15.04,22.569328,75.600983
15.04,22.569305,75.601006
12.83,22.569290,75.601036
12.22,22.569288,75.601105
15.65,22.569283,75.601151
15.65,22.569263,75.601189
20.41,22.569231,75.601219
9.22,22.569202,75.601242
12.78,22.569168,75.601288
12.78,22.569157,75.601318
18.32,22.569128,75.601364
21.91,22.569096,75.601410
18.85,22.569008,75.601479
18.85,22.568954,75.601486
17.26,22.568901,75.601494
11.57,22.568859,75.601494
16.67,22.568775,75.601509
16.67,22.568731,75.601509
19.72,22.568686,75.601494
24.21,22.568623,75.601479
20.24,22.568501,75.601448
20.24,22.568449,75.601448
19.08,22.568398,75.601448
19.33,22.568317,75.601402
21.89,22.568283,75.601357
21.89,22.568243,75.601334
16.56,22.568199,75.601334
18.71,22.568123,75.601295
27.00,22.568081,75.601242
